문서 번호,가장 비중이 높은 토픽,가장 높은 토픽의 비중,각 토픽의 비중
12659,1.0,0.9746,"[(1, 0.9745893)]"
12660,1.0,0.9898,"[(1, 0.98980457)]"
12661,1.0,0.9949,"[(1, 0.99490887)]"
12662,1.0,0.9624,"[(1, 0.96242106)]"
12663,1.0,0.9788,"[(1, 0.9788435)]"
12664,1.0,0.9959,"[(1, 0.9959122)]"
12665,1.0,0.9901,"[(1, 0.9900576)]"
12666,1.0,0.9787,"[(1, 0.9786932)]"
12667,1.0,0.985,"[(1, 0.9849925)]"
12668,1.0,0.7495,"[(0, 0.15858668), (1, 0.749497), (4, 0.0826393)]"
12669,1.0,0.9893,"[(1, 0.9892681)]"
12670,1.0,0.9903,"[(1, 0.99025035)]"
12671,1.0,0.9791,"[(1, 0.9791119)]"
12672,1.0,0.9918,"[(1, 0.9917747)]"
12673,1.0,0.9774,"[(1, 0.97741)]"
12674,1.0,0.986,"[(1, 0.9860143)]"
12675,1.0,0.924,"[(1, 0.9240457), (3, 0.07384061)]"
12676,1.0,0.9882,"[(1, 0.9881963)]"
12677,1.0,0.9824,"[(1, 0.9823973)]"
12678,1.0,0.9841,"[(1, 0.98406345)]"
12679,1.0,0.9906,"[(1, 0.99058366)]"
12680,1.0,0.973,"[(1, 0.973013)]"
12681,1.0,0.9834,"[(1, 0.9834392)]"
12682,1.0,0.9573,"[(0, 0.010696447), (1, 0.9572977), (2, 0.010644195), (3, 0.010711743), (4, 0.010649954)]"
12683,1.0,0.9821,"[(1, 0.9820701)]"
12684,1.0,0.9867,"[(1, 0.98670375)]"
12685,1.0,0.9792,"[(1, 0.9791747)]"
12686,1.0,0.993,"[(1, 0.9930273)]"
12687,1.0,0.9675,"[(1, 0.96748346)]"
12688,1.0,0.9896,"[(1, 0.9895966)]"
12689,1.0,0.9838,"[(1, 0.98378456)]"
12690,1.0,0.9781,"[(1, 0.97812825)]"
12691,1.0,0.9664,"[(1, 0.9663585)]"
12692,1.0,0.9944,"[(1, 0.99444866)]"
12693,1.0,0.9382,"[(0, 0.054660596), (1, 0.93821955)]"
12694,1.0,0.9854,"[(1, 0.98544914)]"
12695,1.0,0.9663,"[(1, 0.9662706)]"
12696,1.0,0.994,"[(1, 0.9940015)]"
12697,1.0,0.9889,"[(1, 0.98885745)]"
12698,1.0,0.9862,"[(1, 0.98622483)]"
12699,1.0,0.9884,"[(1, 0.9884309)]"
12700,1.0,0.9881,"[(1, 0.988106)]"
12701,1.0,0.9946,"[(1, 0.9945616)]"
12702,1.0,0.9972,"[(1, 0.9972356)]"
12703,1.0,0.9949,"[(1, 0.9949487)]"
12704,1.0,0.9775,"[(1, 0.9775182)]"
12705,1.0,0.9899,"[(1, 0.98988736)]"
12706,1.0,0.9931,"[(1, 0.99305433)]"
12707,1.0,0.983,"[(1, 0.9830384)]"
12708,1.0,0.9928,"[(1, 0.992771)]"
12709,1.0,0.9633,"[(1, 0.96329916), (4, 0.025997624)]"
12710,1.0,0.9821,"[(1, 0.9820657)]"
12711,1.0,0.9867,"[(1, 0.9866821)]"
12712,1.0,0.9889,"[(1, 0.98889077)]"
12713,1.0,0.9909,"[(1, 0.99085546)]"
12714,1.0,0.9902,"[(1, 0.9901764)]"
12715,1.0,0.9947,"[(1, 0.99469316)]"
12716,1.0,0.9895,"[(1, 0.9895138)]"
12717,1.0,0.9762,"[(1, 0.97619784)]"
12718,1.0,0.9737,"[(1, 0.97367996)]"
12719,1.0,0.9708,"[(1, 0.9708157)]"
12720,1.0,0.9943,"[(1, 0.99427664)]"
12721,1.0,0.9873,"[(1, 0.9873451)]"
12722,1.0,0.9889,"[(1, 0.98892754)]"
12723,1.0,0.9909,"[(1, 0.99085957)]"
12724,1.0,0.9941,"[(1, 0.99407345)]"
12725,1.0,0.9831,"[(1, 0.98307294)]"
12726,1.0,0.9952,"[(1, 0.995245)]"
12727,1.0,0.9872,"[(1, 0.9872222)]"
12728,1.0,0.9841,"[(1, 0.9840508)]"
12729,1.0,0.9768,"[(1, 0.97680426)]"
12730,1.0,0.9682,"[(1, 0.96819144), (4, 0.022168396)]"
12731,1.0,0.8897,"[(1, 0.8896516), (3, 0.09349241)]"
12732,1.0,0.9646,"[(1, 0.96455973)]"
12733,1.0,0.9761,"[(1, 0.9761375)]"
12734,1.0,0.9917,"[(1, 0.99169284)]"
12735,1.0,0.9884,"[(1, 0.98839307)]"
12736,1.0,0.984,"[(1, 0.9839779)]"
12737,1.0,0.9812,"[(1, 0.9811926)]"
12738,1.0,0.9943,"[(1, 0.99430776)]"
12739,1.0,0.9954,"[(1, 0.9953914)]"
12740,1.0,0.9768,"[(1, 0.9767631)]"
12741,1.0,0.985,"[(1, 0.98500776)]"
12742,1.0,0.9879,"[(1, 0.9879103)]"
12743,1.0,0.9854,"[(1, 0.98543036)]"
12744,1.0,0.9827,"[(1, 0.98272884)]"
12745,1.0,0.9761,"[(1, 0.97610664)]"
12746,1.0,0.9229,"[(1, 0.92294437), (3, 0.07157446)]"
12747,1.0,0.8757,"[(1, 0.87569374), (3, 0.111596905)]"
12748,1.0,0.9545,"[(0, 0.011349541), (1, 0.95452285), (2, 0.011389766), (3, 0.011533806), (4, 0.011204005)]"
12749,1.0,0.9819,"[(1, 0.9819456)]"
12750,1.0,0.9582,"[(1, 0.9582174), (4, 0.03817451)]"
12751,1.0,0.9916,"[(1, 0.99155)]"
12752,1.0,0.9798,"[(1, 0.979778)]"
12753,1.0,0.9803,"[(1, 0.9803189), (4, 0.0140656475)]"
12754,1.0,0.9831,"[(1, 0.9831193)]"
12755,1.0,0.9735,"[(1, 0.9735453)]"
12756,1.0,0.9978,"[(1, 0.9978368)]"
12757,1.0,0.9957,"[(1, 0.9956538)]"
12758,1.0,0.9933,"[(1, 0.9932892)]"
12759,1.0,0.9841,"[(1, 0.9840756)]"
12760,1.0,0.701,"[(0, 0.16430819), (1, 0.700983), (3, 0.12979512)]"
12761,3.0,0.5352,"[(1, 0.43557352), (3, 0.5352105)]"
12762,1.0,0.9455,"[(0, 0.01395124), (1, 0.9454554), (2, 0.013636061), (3, 0.013546135), (4, 0.013411223)]"
12763,1.0,0.932,"[(0, 0.01703346), (1, 0.93196195), (2, 0.016970431), (3, 0.016940823), (4, 0.017093392)]"
12764,1.0,0.9855,"[(1, 0.9855102)]"
12765,1.0,0.7322,"[(0, 0.06706614), (1, 0.73217), (2, 0.06685863), (3, 0.06723048), (4, 0.06667474)]"
12766,1.0,0.722,"[(0, 0.22695649), (1, 0.72201246), (2, 0.01678117), (3, 0.017119735), (4, 0.01713012)]"
12767,1.0,0.8882,"[(0, 0.102590844), (1, 0.888188)]"
12768,1.0,0.8678,"[(0, 0.0120036965), (1, 0.86775106), (2, 0.011935324), (3, 0.011948301), (4, 0.09636163)]"
12769,1.0,0.9592,"[(0, 0.010203301), (1, 0.9591948), (2, 0.010163579), (3, 0.010230726), (4, 0.010207596)]"
12770,1.0,0.9524,"[(0, 0.011976181), (1, 0.9524489), (2, 0.011865012), (3, 0.011853575), (4, 0.011856278)]"
12771,1.0,0.9377,"[(0, 0.01558883), (1, 0.9376657), (2, 0.015486776), (3, 0.015526144), (4, 0.015732514)]"
12772,1.0,0.7982,"[(0, 0.051458996), (1, 0.7982226), (2, 0.050093636), (3, 0.050167523), (4, 0.050057292)]"
12773,1.0,0.8986,"[(0, 0.025570335), (1, 0.8985623), (2, 0.025147915), (3, 0.025530562), (4, 0.025188873)]"
12774,1.0,0.9688,"[(1, 0.96877915)]"
12775,1.0,0.9671,"[(1, 0.9671415)]"
12776,1.0,0.6618,"[(0, 0.033597838), (1, 0.66182595), (2, 0.034028415), (3, 0.033634853), (4, 0.23691298)]"
12777,1.0,0.9186,"[(0, 0.020610504), (1, 0.9186384), (2, 0.020231828), (3, 0.02049045), (4, 0.020028826)]"
12778,1.0,0.9538,"[(1, 0.953776), (4, 0.031283922)]"
12779,1.0,0.9774,"[(1, 0.97735816)]"
12780,1.0,0.9765,"[(1, 0.97653013)]"
12781,1.0,0.5576,"[(0, 0.022802124), (1, 0.5575739), (2, 0.022301573), (3, 0.022328919), (4, 0.37499344)]"
12782,1.0,0.9695,"[(1, 0.96948206)]"
12783,1.0,0.9811,"[(1, 0.9811175)]"
12784,1.0,0.9853,"[(1, 0.985328)]"
12785,3.0,0.4261,"[(0, 0.42219156), (1, 0.05123821), (2, 0.050460767), (3, 0.42609325), (4, 0.050016224)]"
12786,1.0,0.9454,"[(0, 0.01368705), (1, 0.9453837), (2, 0.013463912), (3, 0.013740137), (4, 0.013725209)]"
12787,0.0,0.8356,"[(0, 0.8356127), (1, 0.13970703)]"
12788,1.0,0.9571,"[(0, 0.010967957), (1, 0.95705837), (2, 0.010597125), (3, 0.010821136), (4, 0.010555389)]"
12789,1.0,0.5275,"[(0, 0.04167934), (1, 0.52749234), (2, 0.041342407), (3, 0.04179965), (4, 0.34768632)]"
12790,1.0,0.8724,"[(0, 0.011320701), (1, 0.872441), (2, 0.011382883), (3, 0.011192415), (4, 0.09366307)]"
12791,0.0,0.4986,"[(0, 0.4985845), (1, 0.48527762)]"
12792,1.0,0.4056,"[(0, 0.034331013), (1, 0.40556157), (2, 0.2708924), (3, 0.03455523), (4, 0.25465974)]"
12793,1.0,0.9803,"[(1, 0.98025894)]"
12794,1.0,0.9265,"[(0, 0.018554026), (1, 0.9264529), (2, 0.01839131), (3, 0.018326754), (4, 0.018275056)]"
12795,1.0,0.972,"[(1, 0.971963)]"
12796,1.0,0.8393,"[(0, 0.0402601), (1, 0.83927333), (2, 0.04023855), (3, 0.040202137), (4, 0.04002583)]"
12797,1.0,0.9831,"[(1, 0.98313826)]"
12798,1.0,0.949,"[(0, 0.012883023), (1, 0.94904846), (2, 0.012631189), (3, 0.012808665), (4, 0.012628654)]"
12799,1.0,0.9657,"[(1, 0.965744)]"
12800,1.0,0.8516,"[(1, 0.8515525), (4, 0.12578778)]"
12801,1.0,0.9532,"[(1, 0.9532253), (4, 0.030163724)]"
12802,1.0,0.9376,"[(1, 0.93757135), (4, 0.0485541)]"
12803,1.0,0.8544,"[(1, 0.85441595), (4, 0.13377368)]"
12804,0.0,0.2,"[(0, 0.2), (1, 0.2), (2, 0.2), (3, 0.2), (4, 0.2)]"
12805,1.0,0.7701,"[(1, 0.77010334), (3, 0.20083578)]"
12806,1.0,0.9495,"[(1, 0.9495183), (4, 0.034724083)]"
12807,1.0,0.9631,"[(1, 0.9631447), (4, 0.026741982)]"
12808,1.0,0.914,"[(0, 0.07565717), (1, 0.91403437)]"
12809,1.0,0.9698,"[(1, 0.9698371)]"
12810,1.0,0.9178,"[(0, 0.021121006), (1, 0.91784084), (2, 0.020652238), (3, 0.020130651), (4, 0.020255204)]"
12811,4.0,0.5998,"[(0, 0.10014098), (1, 0.10001572), (2, 0.1000004), (3, 0.10000031), (4, 0.5998426)]"
12812,1.0,0.8085,"[(0, 0.0135827605), (1, 0.8085081), (2, 0.15068743), (3, 0.013476696), (4, 0.013744983)]"
12813,1.0,0.8874,"[(0, 0.10187525), (1, 0.88739216)]"
12814,1.0,0.8376,"[(0, 0.041623056), (1, 0.8376189), (2, 0.04004908), (3, 0.04057029), (4, 0.040138654)]"
12815,1.0,0.9089,"[(0, 0.023016546), (1, 0.9088671), (2, 0.023116756), (3, 0.02252976), (4, 0.022469852)]"
12816,1.0,0.8365,"[(0, 0.04046358), (1, 0.83653814), (2, 0.04028124), (3, 0.042597294), (4, 0.040119722)]"
12817,1.0,0.6839,"[(0, 0.21395381), (1, 0.68387884), (2, 0.03394152), (3, 0.034012023), (4, 0.034213852)]"
12818,1.0,0.9885,"[(1, 0.9885154)]"
12819,1.0,0.9647,"[(1, 0.96468717)]"
12820,1.0,0.8515,"[(0, 0.08846359), (1, 0.851538), (4, 0.05491207)]"
12821,1.0,0.9251,"[(0, 0.01949676), (1, 0.9250524), (2, 0.01836182), (3, 0.018519044), (4, 0.018570019)]"
12822,2.0,0.7003,"[(0, 0.022532104), (1, 0.022578511), (2, 0.70032877), (3, 0.022421295), (4, 0.2321394)]"
12823,1.0,0.9189,"[(0, 0.02017155), (1, 0.91888636), (2, 0.020058053), (3, 0.020607019), (4, 0.02027701)]"
12824,1.0,0.9951,"[(1, 0.9950563)]"
12825,3.0,0.4597,"[(1, 0.43815997), (3, 0.4596528), (4, 0.0835266)]"
12826,1.0,0.58,"[(0, 0.2573249), (1, 0.5799878), (4, 0.14579009)]"
12827,1.0,0.9546,"[(0, 0.011424004), (1, 0.95463234), (2, 0.011263171), (3, 0.011313516), (4, 0.011366919)]"
12828,1.0,0.9451,"[(0, 0.013554903), (1, 0.94507456), (2, 0.013616106), (3, 0.013463471), (4, 0.014290905)]"
12829,0.0,0.728,"[(0, 0.72795105), (1, 0.06957137), (2, 0.06679077), (3, 0.068242274), (4, 0.06744453)]"
12830,1.0,0.9767,"[(1, 0.9767263)]"
12831,1.0,0.9965,"[(1, 0.9965234)]"
12832,1.0,0.7971,"[(0, 0.05072438), (1, 0.7971147), (2, 0.05064447), (3, 0.051453196), (4, 0.050063312)]"
12833,1.0,0.8261,"[(0, 0.01300404), (1, 0.82612646), (2, 0.1349222), (3, 0.0128573), (4, 0.013090027)]"
12834,1.0,0.9628,"[(1, 0.9628443)]"
12835,3.0,0.6343,"[(0, 0.040861595), (1, 0.041284673), (2, 0.040689964), (3, 0.6342733), (4, 0.24289048)]"
12836,1.0,0.5523,"[(0, 0.025290003), (1, 0.55226827), (2, 0.025228016), (3, 0.025110148), (4, 0.37210354)]"
12837,1.0,0.904,"[(1, 0.9040373), (4, 0.07802976)]"
12838,1.0,0.8458,"[(0, 0.013702911), (1, 0.8458401), (2, 0.013521753), (3, 0.01344645), (4, 0.1134888)]"
12839,1.0,0.9017,"[(1, 0.9017049), (4, 0.075447746)]"
12840,1.0,0.8835,"[(0, 0.029449364), (1, 0.8835116), (2, 0.029358165), (3, 0.029048564), (4, 0.028632274)]"
12841,1.0,0.7621,"[(0, 0.02043006), (1, 0.76211405), (2, 0.020330826), (3, 0.020302106), (4, 0.17682293)]"
12842,0.0,0.5398,"[(0, 0.539833), (1, 0.39870757), (2, 0.020443618), (3, 0.02049515), (4, 0.020520646)]"
12843,1.0,0.9774,"[(1, 0.9773724)]"
12844,1.0,0.981,"[(1, 0.98103225)]"
12845,1.0,0.8852,"[(0, 0.013562489), (1, 0.8851949), (2, 0.013542917), (3, 0.013513488), (4, 0.0741862)]"
12846,1.0,0.9862,"[(1, 0.9861819)]"
12847,1.0,0.8834,"[(0, 0.029483244), (1, 0.88344485), (2, 0.02933183), (3, 0.028873168), (4, 0.028866922)]"
12848,1.0,0.9585,"[(0, 0.010262853), (1, 0.958545), (2, 0.011029187), (3, 0.010104271), (4, 0.010058659)]"
12849,1.0,0.8213,"[(0, 0.14829725), (1, 0.82127535), (2, 0.010048588), (3, 0.010307119), (4, 0.010071668)]"
12850,1.0,0.8975,"[(1, 0.89748883), (4, 0.09123195)]"
12851,3.0,0.8978,"[(0, 0.02599786), (1, 0.025823977), (2, 0.025062608), (3, 0.89776), (4, 0.025355618)]"
12852,1.0,0.8786,"[(1, 0.87861294), (4, 0.107039504)]"
12853,1.0,0.8311,"[(1, 0.8311272), (4, 0.15465623)]"
12854,1.0,0.9699,"[(1, 0.96989733)]"
12855,1.0,0.5619,"[(0, 0.23607849), (1, 0.56190085), (2, 0.010777347), (3, 0.0107176425), (4, 0.18052572)]"
12856,1.0,0.9524,"[(0, 0.011939504), (1, 0.9524481), (2, 0.011893392), (3, 0.011905114), (4, 0.01181383)]"
12857,1.0,0.4904,"[(0, 0.02531187), (1, 0.4904149), (2, 0.43347943), (3, 0.025001671), (4, 0.025792176)]"
12858,1.0,0.9899,"[(1, 0.98986)]"
12859,1.0,0.8649,"[(0, 0.034429457), (1, 0.8649237), (2, 0.033711124), (3, 0.033586197), (4, 0.03334948)]"
12860,1.0,0.7142,"[(0, 0.020409646), (1, 0.7141733), (2, 0.020143658), (3, 0.020317817), (4, 0.2249556)]"
12861,1.0,0.9727,"[(1, 0.9726976)]"
12862,1.0,0.8233,"[(1, 0.823338), (3, 0.15620346)]"
12863,1.0,0.8987,"[(0, 0.025271574), (1, 0.89872247), (2, 0.025263075), (3, 0.02545245), (4, 0.02529041)]"
12864,1.0,0.7958,"[(0, 0.13869378), (1, 0.79582345), (4, 0.04927248)]"
12865,1.0,0.8069,"[(0, 0.017099826), (1, 0.80694443), (2, 0.016902396), (3, 0.017255662), (4, 0.14179765)]"
12866,1.0,0.9686,"[(1, 0.9685551)]"
12867,1.0,0.8155,"[(1, 0.8154908), (3, 0.17231585)]"
12868,0.0,0.379,"[(0, 0.37902522), (1, 0.31726515), (2, 0.010618645), (3, 0.010774575), (4, 0.28231636)]"
12869,1.0,0.9456,"[(0, 0.01371038), (1, 0.94556636), (2, 0.013573284), (3, 0.013474097), (4, 0.013675863)]"
12870,1.0,0.7475,"[(1, 0.74752295), (4, 0.22897077)]"
12871,1.0,0.9502,"[(1, 0.9501507), (4, 0.03524176)]"
12872,1.0,0.8751,"[(0, 0.012862708), (1, 0.8751334), (2, 0.012635044), (3, 0.012687541), (4, 0.086681336)]"
12873,1.0,0.8991,"[(0, 0.025323147), (1, 0.89908445), (2, 0.025007416), (3, 0.025503037), (4, 0.025081947)]"
12874,1.0,0.9789,"[(1, 0.9788608)]"
12875,1.0,0.9709,"[(1, 0.9709069)]"
12876,1.0,0.9523,"[(1, 0.9522815), (4, 0.031553034)]"
12877,0.0,0.5758,"[(0, 0.5758206), (1, 0.33668298), (2, 0.029344443), (3, 0.029299676), (4, 0.02885226)]"
12878,0.0,0.7945,"[(0, 0.79448754), (1, 0.0516251), (2, 0.05138285), (3, 0.050991494), (4, 0.05151306)]"
12879,1.0,0.9668,"[(1, 0.9667652), (4, 0.020444708)]"
12880,1.0,0.5063,"[(0, 0.20049644), (1, 0.5063279), (2, 0.017232949), (3, 0.016962977), (4, 0.25897974)]"
12881,1.0,0.9614,"[(1, 0.9614036)]"
12882,1.0,0.8984,"[(0, 0.025388809), (1, 0.89839864), (2, 0.025406547), (3, 0.025431005), (4, 0.025375042)]"
12883,1.0,0.9379,"[(0, 0.015541122), (1, 0.93786633), (2, 0.015497919), (3, 0.015621738), (4, 0.015472893)]"
12884,2.0,0.5965,"[(0, 0.10027256), (1, 0.10297754), (2, 0.59647065), (3, 0.10000542), (4, 0.10027388)]"
12885,1.0,0.9323,"[(0, 0.01712403), (1, 0.93226177), (2, 0.016965987), (3, 0.016956696), (4, 0.016691465)]"
12886,1.0,0.932,"[(0, 0.017226346), (1, 0.9320414), (2, 0.016853185), (3, 0.01694802), (4, 0.016931018)]"
12887,1.0,0.969,"[(1, 0.9689964)]"
12888,1.0,0.9377,"[(0, 0.015684066), (1, 0.93772066), (2, 0.015607185), (3, 0.015565991), (4, 0.015422129)]"
12889,1.0,0.9659,"[(1, 0.96590537)]"
12890,1.0,0.9737,"[(1, 0.9737262)]"
12891,1.0,0.9751,"[(1, 0.9750921)]"
12892,1.0,0.7247,"[(0, 0.040207256), (1, 0.7246663), (2, 0.040321566), (3, 0.04018772), (4, 0.15461715)]"
12893,1.0,0.7065,"[(0, 0.033654366), (1, 0.7065046), (2, 0.03364268), (3, 0.033614706), (4, 0.19258368)]"
12894,1.0,0.886,"[(1, 0.8859852), (3, 0.09226686)]"
12895,1.0,0.8833,"[(0, 0.029404324), (1, 0.88327515), (2, 0.029263424), (3, 0.02903243), (4, 0.029024642)]"
12896,1.0,0.9626,"[(1, 0.9625801)]"
12897,1.0,0.827,"[(0, 0.14862995), (1, 0.8269966)]"
12898,1.0,0.9889,"[(1, 0.9888694)]"
12899,1.0,0.9274,"[(1, 0.9274285), (4, 0.056261778)]"
12900,1.0,0.8991,"[(1, 0.89914), (3, 0.08794229)]"
12901,0.0,0.5784,"[(0, 0.5784232), (1, 0.051964957), (2, 0.051231977), (3, 0.051193308), (4, 0.26718652)]"
12902,1.0,0.6227,"[(0, 0.30754316), (1, 0.62266093), (2, 0.02310312), (3, 0.023156255), (4, 0.023536468)]"
12903,0.0,0.9264,"[(0, 0.9264112), (1, 0.018773245), (2, 0.018182537), (3, 0.018337442), (4, 0.018295573)]"
12904,1.0,0.6428,"[(0, 0.30856675), (1, 0.6427891), (4, 0.035044994)]"
12905,1.0,0.9269,"[(1, 0.9269331), (4, 0.06803296)]"
12906,1.0,0.8645,"[(0, 0.03377508), (1, 0.8644731), (2, 0.033622447), (3, 0.033861), (4, 0.034268346)]"
12907,1.0,0.5959,"[(0, 0.10395029), (1, 0.59591454), (2, 0.10000354), (3, 0.100123666), (4, 0.10000797)]"
12908,1.0,0.9767,"[(1, 0.9767417)]"
12909,1.0,0.9802,"[(1, 0.98018014)]"
12910,1.0,0.9408,"[(0, 0.015567162), (1, 0.94080216), (2, 0.014388352), (3, 0.01491172), (4, 0.014330621)]"
12911,1.0,0.8826,"[(0, 0.028887155), (1, 0.88262683), (2, 0.028783482), (3, 0.028713997), (4, 0.030988533)]"
12912,1.0,0.9104,"[(0, 0.02248234), (1, 0.91036415), (2, 0.0223851), (3, 0.02233997), (4, 0.02242838)]"
12913,1.0,0.857,"[(0, 0.11110273), (1, 0.85697955), (2, 0.010618339), (3, 0.010675966), (4, 0.010623443)]"
12914,1.0,0.9492,"[(0, 0.012742039), (1, 0.94919896), (2, 0.012809376), (3, 0.012645823), (4, 0.012603806)]"
12915,1.0,0.973,"[(1, 0.9729689)]"
12916,1.0,0.8128,"[(0, 0.17806402), (1, 0.8128408)]"
12917,1.0,0.919,"[(0, 0.020411242), (1, 0.9190394), (2, 0.020191219), (3, 0.020207344), (4, 0.020150732)]"
12918,1.0,0.9523,"[(1, 0.9522907), (4, 0.039479736)]"
12919,1.0,0.9884,"[(1, 0.9883802)]"
12920,1.0,0.7932,"[(0, 0.028994214), (1, 0.7931925), (2, 0.028924916), (3, 0.029063588), (4, 0.11982479)]"
12921,1.0,0.8081,"[(0, 0.18146054), (1, 0.80814123)]"
12922,1.0,0.8986,"[(0, 0.025430726), (1, 0.89860374), (2, 0.025323167), (3, 0.025379393), (4, 0.025262976)]"
12923,1.0,0.7455,"[(0, 0.010220676), (1, 0.7455405), (2, 0.010249622), (3, 0.01014117), (4, 0.22384806)]"
12924,1.0,0.674,"[(0, 0.26498142), (1, 0.67399234), (2, 0.02058334), (3, 0.020437721), (4, 0.02000521)]"
12925,1.0,0.8842,"[(0, 0.029382225), (1, 0.88421607), (2, 0.028844442), (3, 0.028890286), (4, 0.028666958)]"
12926,1.0,0.6979,"[(1, 0.6979318), (4, 0.2799989)]"
12927,1.0,0.5953,"[(0, 0.10189118), (1, 0.5952737), (2, 0.10001127), (3, 0.102800265), (4, 0.10002362)]"
12928,1.0,0.9522,"[(0, 0.012044266), (1, 0.9521805), (2, 0.011849269), (3, 0.012063009), (4, 0.011862892)]"
12929,1.0,0.8988,"[(0, 0.02590356), (1, 0.8987712), (2, 0.02512779), (3, 0.025192883), (4, 0.025004536)]"
12930,1.0,0.5931,"[(0, 0.10139357), (1, 0.5930813), (2, 0.1022015), (3, 0.10012315), (4, 0.103200525)]"
12931,1.0,0.7894,"[(1, 0.7894041), (4, 0.18649486)]"
12932,1.0,0.9554,"[(1, 0.95537716), (2, 0.032782994)]"
12933,1.0,0.9321,"[(0, 0.017106328), (1, 0.93209386), (2, 0.016817732), (3, 0.017214589), (4, 0.01676747)]"
12934,1.0,0.952,"[(0, 0.012071223), (1, 0.9519877), (2, 0.011849149), (3, 0.011976572), (4, 0.0121153975)]"
12935,0.0,0.952,"[(0, 0.9519778), (1, 0.012301949), (2, 0.011835876), (3, 0.01207104), (4, 0.011813354)]"
12936,1.0,0.5695,"[(0, 0.4167011), (1, 0.56950617)]"
12937,1.0,0.9453,"[(0, 0.01387341), (1, 0.9453496), (2, 0.013645588), (3, 0.013566628), (4, 0.013564813)]"
12938,1.0,0.9484,"[(1, 0.9484309), (4, 0.037808143)]"
12939,1.0,0.9515,"[(1, 0.95151705), (4, 0.0325361)]"
12940,1.0,0.7506,"[(0, 0.013501248), (1, 0.7505946), (2, 0.013445936), (3, 0.013420978), (4, 0.20903723)]"
12941,0.0,0.2,"[(0, 0.2), (1, 0.2), (2, 0.2), (3, 0.2), (4, 0.2)]"
12942,1.0,0.9572,"[(0, 0.010730441), (1, 0.957248), (2, 0.01078757), (3, 0.010667987), (4, 0.010566029)]"
12943,1.0,0.952,"[(0, 0.011924831), (1, 0.9520386), (2, 0.012045786), (3, 0.012084408), (4, 0.01190636)]"
12944,1.0,0.972,"[(1, 0.9720038)]"
12945,1.0,0.7681,"[(0, 0.17205611), (1, 0.76806384), (4, 0.045816347)]"
12946,1.0,0.961,"[(1, 0.96099544)]"
12947,1.0,0.8405,"[(0, 0.015525799), (1, 0.84048086), (2, 0.015539745), (3, 0.015539512), (4, 0.11291405)]"
12948,1.0,0.9613,"[(1, 0.96128356)]"
12949,3.0,0.7936,"[(0, 0.051615737), (1, 0.052174274), (2, 0.052081566), (3, 0.7936307), (4, 0.050497763)]"
12950,3.0,0.5134,"[(1, 0.41912243), (3, 0.5134315), (4, 0.05612907)]"
12951,1.0,0.9375,"[(0, 0.015641402), (1, 0.93754333), (2, 0.015678853), (3, 0.01564301), (4, 0.015493362)]"
12952,1.0,0.9674,"[(1, 0.9674395)]"
12953,1.0,0.838,"[(0, 0.040683143), (1, 0.83797234), (2, 0.040270735), (3, 0.04058979), (4, 0.04048395)]"
12954,1.0,0.9252,"[(1, 0.9252228), (4, 0.055416536)]"
12955,0.0,0.5917,"[(0, 0.5916682), (1, 0.3304866), (2, 0.025309991), (3, 0.025482543), (4, 0.02705269)]"
12956,1.0,0.4122,"[(0, 0.3833706), (1, 0.4121853), (4, 0.19244964)]"
12957,1.0,0.981,"[(1, 0.9809698)]"
12958,1.0,0.9811,"[(1, 0.98106116)]"
12959,1.0,0.4764,"[(0, 0.17121716), (1, 0.47642002), (2, 0.020186981), (3, 0.020627191), (4, 0.31154868)]"
12960,1.0,0.864,"[(0, 0.03476672), (1, 0.863993), (2, 0.033529967), (3, 0.034233127), (4, 0.033477187)]"
12961,1.0,0.8971,"[(0, 0.025882589), (1, 0.8970996), (2, 0.02507209), (3, 0.025391227), (4, 0.026554467)]"
12962,1.0,0.9936,"[(1, 0.9935517)]"
12963,1.0,0.976,"[(1, 0.9760363)]"
12964,1.0,0.9736,"[(1, 0.9736159)]"
12965,1.0,0.9594,"[(0, 0.010185373), (1, 0.95943564), (2, 0.010100734), (3, 0.010104068), (4, 0.010174199)]"
12966,0.0,0.8384,"[(0, 0.8384226), (1, 0.04107109), (2, 0.0401586), (3, 0.040164415), (4, 0.04018325)]"
12967,1.0,0.811,"[(0, 0.15271698), (1, 0.81096226), (4, 0.023992144)]"
12968,1.0,0.8975,"[(0, 0.025629088), (1, 0.8974601), (2, 0.02597065), (3, 0.025827356), (4, 0.025112802)]"
12969,0.0,0.8982,"[(0, 0.8981813), (1, 0.025580952), (2, 0.025311543), (3, 0.025323654), (4, 0.025602538)]"
12970,0.0,0.8381,"[(0, 0.838131), (1, 0.041353106), (2, 0.040072434), (3, 0.040188886), (4, 0.040254552)]"
12971,0.0,0.9181,"[(0, 0.9180687), (1, 0.020596545), (2, 0.020146122), (3, 0.020098215), (4, 0.021090463)]"
12972,1.0,0.6755,"[(0, 0.01206271), (1, 0.6754528), (2, 0.18633045), (3, 0.012221079), (4, 0.113933004)]"
12973,1.0,0.9095,"[(0, 0.02299822), (1, 0.90951145), (2, 0.02244186), (3, 0.022626089), (4, 0.022422353)]"
12974,1.0,0.9417,"[(0, 0.014530466), (1, 0.94166774), (2, 0.0144416485), (3, 0.01493179), (4, 0.014428355)]"
12975,1.0,0.9849,"[(1, 0.9849066)]"
